"dim_1","dim_2","gene"
1029,535,"Sdc2"
1029,741,"Col6a1"
1029,935,"Sdc2"
1029,939,"Sdc2"
1029,960,"Col6a1"
1029,997,"Sdc2"
1029,1027,"Col6a1"
1029,1116,"Sdc2"
1029,1124,"Col6a1"
1029,1207,"Sdc2"
1029,1288,"Angptl4"
1029,1325,"Col6a1"
1029,1347,"Col6a1"
1029,1353,"Col6a1"
1029,1368,"Col6a1"
1029,1418,"Cd226"
1029,1455,"Sdc2"
1029,1466,"Sdc2"
1029,1482,"Cd226"
1029,1516,"Sdc2"
1029,1579,"Sdc2"
1029,1975,"Nectin2"
1029,2000,"Sdc2"
1029,2147,"Sdc4"
1029,2460,"Sdc4"
1029,2494,"Sdc4"
1029,2572,"Sdc4"
1029,2599,"Col6a1"
1029,2690,"Col6a1"
1029,2716,"Nectin2"
1029,2822,"Sdc2"
1029,2837,"Col6a1"
1030,63,"Sdc2"
1030,102,"Sdc2"
1030,110,"Col6a1"
1030,127,"Sdc4"
1030,154,"Sdc4"
1030,186,"Sdc2"
1030,230,"Sdc2"
1030,299,"Sdc4"
1030,349,"Col6a1"
1030,577,"Sdc2"
1030,653,"Col6a1"
1030,668,"Sdc4"
1030,672,"Sdc2"
1030,921,"Sdc2"
1030,1119,"Col6a1"
1030,1190,"Col6a1"
1030,1211,"Sdc2"
1030,1214,"Sdc4"
1030,1241,"Sdc2"
1030,1254,"Sdc2"
1030,1260,"Col6a1"
1030,1307,"Angptl4"
1030,1320,"Sdc2"
1030,1409,"Col6a1"
1030,1473,"Sdc2"
1030,1489,"Sdc4"
1030,1524,"Nectin2"
1030,1550,"Sdc4"
1030,1606,"Col6a1"
1030,1650,"Sdc2"
1030,1661,"Sdc4"
1030,1685,"Cd226"
1030,1709,"Col6a1"
1030,1905,"Sdc4"
1030,1934,"Sdc2"
1030,1971,"Sdc2"
1030,1991,"Sdc2"
1030,2009,"Sdc2"
1030,2014,"Sdc4"
1030,2084,"Col6a1"
1030,2090,"Col6a1"
1030,2124,"Sdc2"
1030,2127,"Sdc2"
1030,2333,"Col6a1"
1030,2464,"Sdc4"
1030,2563,"Sdc4"
1030,2588,"Angptl4"
1030,2655,"Sdc4"
1030,2676,"Sdc4"
1030,2694,"Col6a1"
1030,2706,"Col6a1"
1030,2761,"Sdc4"
1031,131,"Col6a1"
1031,145,"Sdc4"
1031,170,"Sdc4"
1031,221,"Angptl4"
1031,239,"Nectin2"
1031,244,"Sdc2"
1031,252,"Sdc2"
1031,338,"Sdc4"
1031,356,"Angptl4"
1031,382,"Sdc2"
1031,429,"Sdc2"
1031,555,"Col6a1"
1031,737,"Col6a1"
1031,949,"Angptl4"
1031,1079,"Sdc2"
1031,1266,"Sdc2"
1031,1318,"Nectin2"
1031,1334,"Col6a1"
1031,1412,"Col6a1"
1031,1498,"Sdc2"
1031,1509,"Sdc2"
1031,1520,"Col6a1"
1031,1638,"Sdc2"
1031,1679,"Sdc2"
1031,1895,"Sdc2"
1031,1983,"Nectin2"
1031,2077,"Angptl4"
1031,2095,"Sdc2"
1031,2223,"Sdc2"
1031,2485,"Sdc4"
1031,2553,"Sdc4"
1031,2624,"Col6a1"
1031,2684,"Col6a1"
1031,2708,"Col6a1"
1032,115,"Sdc2"
1032,121,"Col6a1"
1032,225,"Sdc2"
1032,372,"Sdc4"
1032,434,"Sdc2"
1032,511,"Sdc2"
1032,523,"Sdc2"
1032,527,"Col6a1"
1032,534,"Col6a1"
1032,536,"Sdc2"
1032,711,"Col6a1"
1032,999,"Sdc2"
1032,1124,"Sdc4"
1032,1153,"Sdc2"
1032,1279,"Sdc2"
1032,1331,"Sdc2"
1032,1425,"Sdc4"
1032,1527,"Nectin2"
1032,1808,"Col6a1"
1032,2036,"Sdc2"
1032,2058,"Angptl4"
1032,2065,"Sdc2"
1032,2211,"Sdc4"
1032,2317,"Sdc4"
1032,2322,"Sdc2"
1032,2469,"Sdc4"
1032,2537,"Sdc4"
1032,2639,"Sdc4"
1032,2649,"Sdc2"
1032,2669,"Sdc4"
1032,2689,"Col6a1"
1032,2700,"Sdc2"
1032,2737,"Nectin2"
1033,49,"Col6a1"
1033,129,"Col6a1"
1033,151,"Sdc2"
1033,156,"Sdc4"
1033,228,"Col6a1"
1033,231,"Sdc2"
1033,474,"Sdc2"
1033,520,"Col6a1"
1033,560,"Sdc2"
1033,665,"Sdc4"
1033,965,"Sdc2"
1033,968,"Nectin2"
1033,983,"Sdc2"
1033,1036,"Col6a1"
1033,1069,"Col6a1"
1033,1144,"Sdc2"
1033,1205,"Sdc2"
1033,1242,"Nectin2"
1033,1251,"Col6a1"
1033,1328,"Col6a1"
1033,1352,"Sdc2"
1033,1536,"Col6a1"
1033,1567,"Cd226"
1033,1572,"Sdc2"
1033,1658,"Sdc4"
1033,1685,"Sdc2"
1033,1850,"Col6a1"
1033,1978,"Angptl4"
1033,2011,"Col6a1"
1033,2075,"Sdc4"
1033,2081,"Col6a1"
1033,2302,"Sdc4"
1033,2534,"Sdc4"
1033,2570,"Sdc2"
1033,2604,"Col6a1"
1033,2628,"Col6a1"
1033,2785,"Sdc4"
1033,2818,"Sdc2"
1034,10,"Col6a1"
1034,125,"Sdc4"
1034,139,"Col6a1"
1034,142,"Col6a1"
1034,189,"Col6a1"
1034,280,"Angptl4"
1034,386,"Sdc2"
1034,432,"Sdc2"
1034,507,"Sdc2"
1034,541,"Sdc2"
1034,690,"Sdc2"
1034,924,"Col6a1"
1034,938,"Sdc2"
1034,958,"Col6a1"
1034,972,"Sdc2"
1034,1039,"Sdc2"
1034,1229,"Sdc2"
1034,1236,"Sdc2"
1034,1264,"Col6a1"
1034,1269,"Angptl4"
1034,1483,"Sdc4"
1034,1512,"Sdc2"
1034,1539,"Col6a1"
1034,1680,"Sdc2"
1034,1693,"Sdc2"
1034,1861,"Sdc2"
1034,1865,"Sdc2"
1034,1988,"Sdc4"
1034,2155,"Sdc2"
1034,2327,"Sdc2"
1034,2474,"Sdc4"
1034,2562,"Sdc4"
1034,2686,"Sdc2"
1034,2691,"Sdc2"
1034,2709,"Sdc2"
1034,2830,"Angptl4"
1034,2840,"Col6a1"
1035,17,"Sdc2"
1035,90,"Sdc2"
1035,131,"Col6a1"
1035,160,"Sdc4"
1035,235,"Sdc2"
1035,242,"Angptl4"
1035,458,"Sdc2"
1035,532,"Angptl4"
1035,672,"Sdc2"
1035,709,"Col6a1"
1035,712,"Col6a1"
1035,754,"Sdc2"
1035,962,"Sdc2"
1035,987,"Sdc2"
1035,1087,"Sdc2"
1035,1115,"Sdc2"
1035,1147,"Sdc2"
1035,1217,"Sdc2"
1035,1272,"Sdc4"
1035,1275,"Sdc4"
1035,1318,"Col6a1"
1035,1334,"Sdc2"
1035,1517,"Sdc2"
1035,1560,"Sdc4"
1035,1888,"Sdc2"
1035,1891,"Sdc2"
1035,1995,"Col6a1"
1035,2151,"Sdc2"
1035,2214,"Sdc4"
1035,2243,"Sdc4"
1035,2282,"Sdc4"
1035,2289,"Sdc4"
1035,2307,"Sdc4"
1035,2588,"Sdc4"
1035,2594,"Col6a1"
1035,2644,"Sdc2"
1035,2799,"Sdc2"
1035,2823,"Col6a1"
1036,57,"Sdc2"
1036,62,"Sdc2"
1036,75,"Nectin2"
1036,145,"Sdc4"
1036,149,"Col6a1"
1036,165,"Col6a1"
1036,237,"Sdc2"
1036,315,"Sdc2"
1036,341,"Nectin2"
1036,465,"Sdc2"
1036,500,"Sdc2"
1036,548,"Sdc2"
1036,605,"Sdc4"
1036,765,"Col6a1"
1036,773,"Col6a1"
1036,1092,"Sdc2"
1036,1291,"Col6a1"
1036,1509,"Sdc2"
1036,1528,"Angptl4"
1036,1548,"Col6a1"
1036,1556,"Sdc2"
1036,1571,"Sdc4"
1036,1634,"Sdc4"
1036,1671,"Sdc2"
1036,1715,"Sdc4"
1036,1775,"Angptl4"
1036,1914,"Sdc2"
1036,1922,"Sdc2"
1036,2008,"Angptl4"
1036,2210,"Sdc4"
1036,2347,"Sdc4"
1036,2478,"Sdc4"
1036,2599,"Sdc2"
1036,2636,"Col6a1"
1036,2701,"Sdc2"
1036,2714,"Sdc2"
1037,112,"Sdc2"
1037,120,"Cd226"
1037,162,"Sdc2"
1037,223,"Sdc2"
1037,250,"Col6a1"
1037,350,"Nectin2"
1037,418,"Col6a1"
1037,424,"Sdc2"
1037,468,"Col6a1"
1037,474,"Sdc2"
1037,655,"Sdc4"
1037,680,"Col6a1"
1037,694,"Sdc2"
1037,703,"Col6a1"
1037,991,"Sdc2"
1037,1044,"Col6a1"
1037,1123,"Sdc4"
1037,1226,"Sdc2"
1037,1346,"Sdc2"
1037,1369,"Sdc2"
1037,1451,"Sdc2"
1037,1535,"Col6a1"
1037,1583,"Sdc4"
1037,1733,"Sdc2"
1037,1830,"Sdc2"
1037,1867,"Sdc2"
1037,1879,"Cd226"
1037,2013,"Sdc2"
1037,2052,"Col6a1"
1037,2072,"Col6a1"
1037,2286,"Sdc4"
1037,2333,"Sdc2"
1037,2570,"Sdc2"
1037,2576,"Sdc2"
1038,6,"Sdc2"
1038,14,"Col6a1"
1038,48,"Sdc2"
1038,172,"Sdc2"
1038,406,"Sdc2"
1038,430,"Sdc4"
1038,462,"Sdc2"
1038,505,"Sdc2"
1038,519,"Col6a1"
1038,567,"Sdc2"
1038,1192,"Sdc2"
1038,1305,"Sdc2"
1038,1332,"Sdc2"
1038,1540,"Sdc2"
1038,1859,"Sdc2"
1038,1992,"Col6a1"
1038,2023,"Sdc4"
1038,2076,"Sdc4"
1038,2084,"Nectin2"
1038,2129,"Col6a1"
1038,2219,"Sdc4"
1038,2322,"Sdc4"
1038,2566,"Angptl4"
1038,2583,"Col6a1"
1038,2692,"Sdc2"
1038,2717,"Sdc2"
1038,2720,"Sdc2"
1038,2728,"Sdc2"
1038,2845,"Sdc2"
1039,20,"Sdc2"
1039,71,"Sdc4"
1039,182,"Col6a1"
1039,388,"Nectin2"
1039,527,"Col6a1"
1039,530,"Col6a1"
1039,577,"Sdc4"
1039,666,"Sdc4"
1039,894,"Sdc4"
1039,1127,"Sdc4"
1039,1229,"Sdc2"
1039,1235,"Sdc2"
1039,1238,"Sdc2"
1039,1336,"Col6a1"
1039,1341,"Sdc2"
1039,1481,"Sdc4"
1039,1486,"Sdc4"
1039,1512,"Sdc2"
1039,1521,"Sdc2"
1039,1553,"Sdc4"
1039,1677,"Sdc2"
1039,1761,"Sdc4"
1039,1822,"Sdc2"
1039,1934,"Sdc2"
1039,2039,"Sdc2"
1039,2122,"Sdc2"
1039,2141,"Sdc4"
1039,2211,"Sdc4"
1039,2350,"Sdc4"
1039,2600,"Sdc2"
1039,2662,"Sdc4"
1039,2685,"Sdc2"
1039,2701,"Sdc2"
1039,2826,"Col6a1"
1040,128,"Sdc4"
1040,154,"Sdc4"
1040,234,"Sdc2"
1040,295,"Sdc4"
1040,503,"Sdc2"
1040,581,"Sdc2"
1040,663,"Col6a1"
1040,697,"Sdc2"
1040,709,"Col6a1"
1040,724,"Sdc2"
1040,853,"Col6a1"
1040,907,"Sdc2"
1040,956,"Sdc2"
1040,1069,"Nectin2"
1040,1207,"Sdc2"
1040,1243,"Col6a1"
1040,1271,"Nectin2"
1040,1313,"Col6a1"
1040,1515,"Sdc4"
1040,1672,"Sdc2"
1040,1807,"Sdc2"
1040,1816,"Sdc2"
1040,1940,"Sdc2"
1040,1956,"Sdc2"
1040,2060,"Col6a1"
1040,2105,"Col6a1"
1040,2149,"Sdc2"
1040,2293,"Sdc2"
1040,2296,"Sdc2"
1040,2311,"Sdc4"
1040,2332,"Sdc4"
1040,2487,"Sdc4"
1040,2589,"Sdc2"
1040,2595,"Col6a1"
1040,2603,"Sdc2"
1040,2636,"Col6a1"
1040,2645,"Col6a1"
1040,2681,"Sdc2"
1041,9,"Col6a1"
1041,13,"Col6a1"
1041,20,"Col6a1"
1041,142,"Sdc2"
1041,148,"Sdc2"
1041,160,"Sdc2"
1041,232,"Col6a1"
1041,342,"Sdc2"
1041,364,"Sdc4"
1041,426,"Sdc2"
1041,432,"Cd226"
1041,477,"Sdc2"
1041,484,"Sdc2"
1041,518,"Sdc2"
1041,551,"Sdc2"
1041,598,"Sdc4"
1041,650,"Sdc4"
1041,658,"Col6a1"
1041,702,"Col6a1"
1041,771,"Angptl4"
1041,897,"Sdc4"
1041,914,"Sdc2"
1041,987,"Sdc2"
1041,1049,"Sdc2"
1041,1077,"Col6a1"
1041,1143,"Sdc2"
1041,1248,"Angptl4"
1041,1276,"Nectin2"
1041,1317,"Col6a1"
1041,1454,"Sdc2"
1041,1458,"Nectin2"
1041,1659,"Sdc2"
1041,1674,"Sdc2"
1041,1706,"Sdc4"
1041,1824,"Sdc2"
1041,1893,"Angptl4"
1041,1959,"Sdc4"
1041,2058,"Col6a1"
1041,2257,"Sdc2"
1041,2507,"Col6a1"
1041,2573,"Nectin2"
1041,2630,"Sdc2"
1042,16,"Sdc2"
1042,130,"Sdc4"
1042,152,"Col6a1"
1042,179,"Col6a1"
1042,527,"Col6a1"
1042,534,"Col6a1"
1042,585,"Sdc4"
1042,608,"Sdc4"
1042,780,"Sdc2"
1042,836,"Col6a1"
1042,892,"Sdc4"
1042,922,"Angptl4"
1042,1001,"Sdc2"
1042,1123,"Col6a1"
1042,1198,"Sdc2"
1042,1206,"Sdc2"
1042,1236,"Sdc2"
1042,1258,"Sdc2"
1042,1282,"Sdc2"
1042,1285,"Sdc2"
1042,1333,"Sdc2"
1042,1583,"Cd226"
1042,1639,"Sdc4"
1042,1663,"Sdc2"
1042,1812,"Sdc2"
1042,1923,"Sdc2"
1042,1986,"Sdc4"
1042,2055,"Col6a1"
1042,2064,"Col6a1"
1042,2133,"Sdc2"
1042,2288,"Sdc4"
1042,2511,"Col6a1"
1042,2586,"Angptl4"
1042,2642,"Angptl4"
1042,2663,"Sdc2"
1042,2709,"Sdc4"
1042,2761,"Sdc2"
1042,2843,"Angptl4"
1043,26,"Sdc2"
1043,145,"Col6a1"
1043,158,"Sdc2"
1043,183,"Sdc2"
1043,227,"Sdc2"
1043,253,"Col6a1"
1043,481,"Sdc2"
1043,950,"Sdc2"
1043,963,"Col6a1"
1043,1003,"Sdc2"
1043,1068,"Sdc2"
1043,1229,"Sdc4"
1043,1233,"Sdc2"
1043,1326,"Sdc2"
1043,1416,"Angptl4"
1043,1441,"Sdc4"
1043,1488,"Sdc4"
1043,1589,"Sdc4"
1043,1669,"Sdc2"
1043,1677,"Sdc2"
1043,1724,"Sdc4"
1043,1759,"Cd226"
1043,2014,"Sdc2"
1043,2032,"Cd226"
1043,2085,"Col6a1"
1043,2116,"Sdc2"
1043,2128,"Sdc2"
1043,2142,"Sdc2"
1043,2219,"Sdc4"
1043,2274,"Angptl4"
1043,2314,"Sdc4"
1044,54,"Sdc4"
1044,92,"Col6a1"
1044,332,"Sdc4"
1044,519,"Sdc2"
1044,654,"Sdc4"
1044,659,"Sdc4"
1044,699,"Sdc2"
1044,911,"Sdc4"
1044,954,"Nectin2"
1044,1082,"Sdc2"
1044,1100,"Col6a1"
1044,1119,"Sdc2"
1044,1155,"Sdc2"
1044,1160,"Sdc2"
1044,1203,"Col6a1"
1044,1380,"Sdc4"
1044,1386,"Col6a1"
1044,1403,"Sdc4"
1044,1513,"Sdc4"
1044,1574,"Sdc4"
1044,1578,"Sdc4"
1044,1718,"Sdc4"
1044,1736,"Sdc4"
1044,1744,"Col6a1"
1044,1831,"Sdc2"
1044,1940,"Sdc2"
1044,1996,"Sdc2"
1044,2010,"Col6a1"
1044,2061,"Col6a1"
1044,2081,"Col6a1"
1044,2098,"Sdc4"
1044,2150,"Sdc2"
1044,2155,"Sdc2"
1044,2197,"Sdc2"
1044,2310,"Sdc4"
1044,2578,"Sdc4"
1044,2672,"Col6a1"
1044,2691,"Col6a1"
1044,2694,"Col6a1"
1044,2832,"Sdc2"
1045,40,"Cd226"
1045,64,"Sdc2"
1045,154,"Col6a1"
1045,159,"Col6a1"
1045,243,"Col6a1"
1045,298,"Sdc2"
1045,345,"Col6a1"
1045,348,"Col6a1"
1045,411,"Sdc2"
1045,539,"Col6a1"
1045,552,"Angptl4"
1045,575,"Cd226"
1045,594,"Sdc2"
1045,647,"Sdc4"
1045,661,"Col6a1"
1045,918,"Sdc4"
1045,962,"Col6a1"
1045,987,"Col6a1"
1045,995,"Sdc2"
1045,1059,"Col6a1"
1045,1079,"Col6a1"
1045,1140,"Sdc2"
1045,1194,"Col6a1"
1045,1248,"Angptl4"
1045,1294,"Col6a1"
1045,1310,"Col6a1"
1045,1313,"Sdc2"
1045,1358,"Sdc2"
1045,1398,"Sdc2"
1045,1482,"Sdc2"
1045,1599,"Sdc2"
1045,1671,"Sdc2"
1045,1842,"Col6a1"
1045,1937,"Col6a1"
1045,1986,"Col6a1"
1045,2006,"Col6a1"
1045,2036,"Sdc4"
1045,2092,"Sdc4"
1045,2109,"Sdc4"
1045,2224,"Sdc4"
1045,2248,"Sdc2"
1045,2343,"Sdc4"
1045,2530,"Sdc2"
1045,2704,"Col6a1"
1045,2835,"Sdc2"
1046,49,"Sdc2"
1046,85,"Sdc2"
1046,127,"Col6a1"
1046,232,"Col6a1"
1046,238,"Sdc2"
1046,377,"Sdc4"
1046,915,"Sdc4"
1046,966,"Col6a1"
1046,1199,"Col6a1"
1046,1208,"Angptl4"
1046,1255,"Sdc2"
1046,1261,"Angptl4"
1046,1323,"Sdc2"
1046,1389,"Sdc4"
1046,1410,"Angptl4"
1046,1458,"Sdc2"
1046,1694,"Sdc2"
1046,1905,"Sdc2"
1046,1912,"Sdc2"
1046,1981,"Col6a1"
1046,2002,"Col6a1"
1046,2068,"Col6a1"
1046,2112,"Sdc4"
1046,2147,"Col6a1"
1046,2212,"Sdc4"
1046,2274,"Cd226"
1046,2319,"Sdc2"
1046,2355,"Angptl4"
1046,2591,"Sdc4"
1046,2785,"Sdc2"
1047,51,"Sdc2"
1047,163,"Sdc2"
1047,197,"Sdc2"
1047,248,"Sdc2"
1047,426,"Col6a1"
1047,537,"Col6a1"
1047,571,"Col6a1"
1047,708,"Sdc2"
1047,781,"Sdc2"
1047,798,"Sdc4"
1047,860,"Sdc2"
1047,1088,"Sdc2"
1047,1163,"Sdc4"
1047,1269,"Sdc2"
1047,1357,"Col6a1"
1047,1368,"Sdc4"
1047,1512,"Sdc4"
1047,1588,"Sdc2"
1047,1596,"Sdc2"
1047,1677,"Sdc2"
1047,1733,"Sdc4"
1047,1967,"Col6a1"
1047,1976,"Sdc4"
1047,2033,"Sdc4"
1047,2116,"Sdc2"
1047,2135,"Col6a1"
1047,2139,"Sdc2"
1047,2231,"Sdc2"
1047,2561,"Sdc2"
1047,2676,"Col6a1"
1047,2684,"Sdc2"
1047,2699,"Col6a1"
1047,2754,"Cd226"
1047,2838,"Sdc2"
1048,55,"Sdc4"
1048,69,"Sdc2"
1048,191,"Sdc2"
1048,356,"Sdc2"
1048,433,"Cd226"
1048,445,"Sdc2"
1048,524,"Sdc2"
1048,530,"Cd226"
1048,597,"Cd226"
1048,602,"Sdc4"
1048,606,"Sdc4"
1048,705,"Sdc2"
1048,820,"Col6a1"
1048,914,"Sdc4"
1048,1136,"Sdc2"
1048,1205,"Sdc2"
1048,1239,"Sdc2"
1048,1287,"Sdc2"
1048,1378,"Sdc4"
1048,1402,"Sdc4"
1048,1436,"Sdc2"
1048,1559,"Nectin2"
1048,1697,"Sdc2"
1048,1705,"Sdc4"
1048,1745,"Sdc4"
1048,1762,"Sdc4"
1048,1773,"Nectin2"
1048,1813,"Sdc2"
1048,1853,"Angptl4"
1048,1943,"Col6a1"
1048,1965,"Col6a1"
1048,2019,"Col6a1"
1048,2203,"Sdc4"
1048,2215,"Sdc4"
1048,2277,"Sdc4"
1048,2285,"Sdc2"
1048,2458,"Sdc2"
1048,2541,"Sdc4"
1048,2668,"Sdc2"
1048,2759,"Col6a1"
1048,2774,"Col6a1"
1048,2828,"Angptl4"
1049,75,"Sdc4"
1049,131,"Sdc2"
1049,154,"Nectin2"
1049,159,"Sdc2"
1049,172,"Sdc2"
1049,174,"Sdc2"
1049,181,"Sdc2"
1049,328,"Sdc4"
1049,344,"Sdc2"
1049,755,"Col6a1"
1049,764,"Col6a1"
1049,796,"Sdc4"
1049,901,"Sdc2"
1049,990,"Col6a1"
1049,1066,"Sdc4"
1049,1082,"Col6a1"
1049,1092,"Sdc2"
1049,1147,"Sdc2"
1049,1153,"Sdc2"
1049,1160,"Col6a1"
1049,1232,"Col6a1"
1049,1247,"Angptl4"
1049,1253,"Sdc2"
1049,1282,"Col6a1"
1049,1354,"Col6a1"
1049,1517,"Sdc4"
1049,1637,"Sdc2"
1049,1715,"Sdc4"
1049,1768,"Angptl4"
1049,1838,"Sdc2"
1049,1856,"Angptl4"
1049,1963,"Col6a1"
1049,1969,"Sdc2"
1049,1996,"Sdc4"
1049,2009,"Col6a1"
1049,2095,"Sdc2"
1049,2148,"Col6a1"
1049,2548,"Col6a1"
1049,2569,"Col6a1"
1049,2595,"Sdc2"
1049,2763,"Col6a1"
1049,2769,"Col6a1"
1049,2778,"Col6a1"
1050,169,"Sdc2"
1050,226,"Angptl4"
1050,246,"Sdc2"
1050,348,"Nectin2"
1050,467,"Sdc2"
1050,569,"Sdc2"
1050,573,"Sdc2"
1050,577,"Sdc2"
1050,583,"Col6a1"
1050,672,"Col6a1"
1050,804,"Sdc2"
1050,1102,"Col6a1"
1050,1261,"Sdc2"
1050,1296,"Sdc4"
1050,1301,"Col6a1"
1050,1368,"Sdc4"
1050,1562,"Sdc2"
1050,1647,"Sdc2"
1050,1758,"Sdc4"
1050,1818,"Col6a1"
1050,1958,"Angptl4"
1050,1978,"Sdc4"
1050,1989,"Sdc2"
1050,1999,"Col6a1"
1050,2121,"Sdc2"
1050,2303,"Sdc2"
1050,2316,"Cd226"
1050,2325,"Sdc4"
1050,2361,"Col6a1"
1050,2497,"Sdc2"
1050,2533,"Col6a1"
1050,2590,"Sdc2"
1050,2664,"Sdc2"
1050,2733,"Sdc2"
1051,52,"Sdc4"
1051,60,"Sdc4"
1051,87,"Sdc2"
1051,143,"Sdc2"
1051,165,"Sdc2"
1051,196,"Nectin2"
1051,221,"Sdc4"
1051,285,"Sdc2"
1051,361,"Col6a1"
1051,470,"Cd226"
1051,518,"Sdc2"
1051,758,"Col6a1"
1051,860,"Sdc2"
1051,1063,"Col6a1"
1051,1094,"Sdc2"
1051,1205,"Cd226"
1051,1251,"Sdc2"
1051,1305,"Sdc2"
1051,1361,"Sdc2"
1051,1587,"Sdc4"
1051,1816,"Col6a1"
1051,1848,"Col6a1"
1051,2011,"Col6a1"
1051,2111,"Col6a1"
1051,2200,"Sdc2"
1051,2211,"Sdc4"
1051,2219,"Sdc4"
1051,2234,"Sdc4"
1051,2526,"Col6a1"
1051,2537,"Col6a1"
1051,2551,"Sdc2"
1051,2689,"Col6a1"
1051,2700,"Col6a1"
1051,2703,"Col6a1"
1051,2739,"Sdc2"
1051,2836,"Col6a1"
1051,2840,"Sdc2"
1052,27,"Sdc2"
1052,56,"Sdc4"
1052,160,"Sdc2"
1052,180,"Sdc2"
1052,332,"Sdc4"
1052,357,"Sdc2"
1052,426,"Sdc2"
1052,526,"Sdc2"
1052,585,"Sdc2"
1052,787,"Col6a1"
1052,909,"Sdc2"
1052,986,"Sdc2"
1052,1232,"Col6a1"
1052,1238,"Sdc2"
1052,1243,"Sdc4"
1052,1257,"Col6a1"
1052,1284,"Sdc2"
1052,1332,"Col6a1"
1052,1365,"Sdc4"
1052,1410,"Sdc2"
1052,1575,"Sdc2"
1052,1648,"Sdc2"
1052,1718,"Sdc4"
1052,1775,"Sdc2"
1052,1793,"Sdc2"
1052,1822,"Col6a1"
1052,1844,"Col6a1"
1052,1910,"Sdc2"
1052,2118,"Col6a1"
1052,2603,"Col6a1"
1052,2833,"Col6a1"
1053,0,"Sdc4"
1053,45,"Sdc2"
1053,103,"Sdc4"
1053,246,"Sdc2"
1053,327,"Sdc4"
1053,533,"Sdc2"
1053,727,"Angptl4"
1053,763,"Sdc2"
1053,783,"Sdc2"
1053,990,"Sdc2"
1053,1078,"Sdc2"
1053,1086,"Sdc2"
1053,1200,"Sdc2"
1053,1214,"Sdc2"
1053,1227,"Sdc2"
1053,1355,"Sdc2"
1053,1358,"Sdc2"
1053,1372,"Sdc4"
1053,1422,"Nectin2"
1053,1431,"Sdc2"
1053,1645,"Sdc2"
1053,1694,"Sdc4"
1053,1707,"Col6a1"
1053,1828,"Col6a1"
1053,2196,"Sdc2"
1053,2292,"Sdc4"
1053,2325,"Sdc4"
1053,2363,"Sdc2"
1053,2502,"Angptl4"
1053,2599,"Sdc2"
1053,2663,"Sdc2"
1053,2684,"Sdc2"
1053,2728,"Col6a1"
1053,2736,"Col6a1"
1054,75,"Sdc2"
1054,141,"Sdc2"
1054,364,"Sdc2"
1054,374,"Sdc2"
1054,529,"Col6a1"
1054,601,"Sdc4"
1054,646,"Sdc4"
1054,680,"Sdc2"
1054,712,"Sdc2"
1054,770,"Col6a1"
1054,993,"Sdc4"
1054,1064,"Col6a1"
1054,1093,"Col6a1"
1054,1110,"Col6a1"
1054,1164,"Sdc2"
1054,1208,"Sdc2"
1054,1300,"Col6a1"
1054,1309,"Sdc2"
1054,1361,"Col6a1"
1054,1530,"Sdc2"
1054,1731,"Sdc4"
1054,1760,"Sdc2"
1054,1851,"Sdc2"
1054,1996,"Sdc2"
1054,2033,"Angptl4"
1054,2141,"Sdc2"
1054,2497,"Tlr4"
1054,2586,"Col6a1"
1054,2817,"Sdc2"
1055,179,"Col6a1"
1055,230,"Col6a1"
1055,239,"Sdc2"
1055,286,"Sdc2"
1055,369,"Sdc2"
1055,430,"Cd226"
1055,527,"Sdc2"
1055,535,"Sdc2"
1055,571,"Sdc4"
1055,582,"Angptl4"
1055,588,"Cd226"
1055,595,"Cd226"
1055,722,"Angptl4"
1055,792,"Nectin2"
1055,799,"Angptl4"
1055,1003,"Col6a1"
1055,1106,"Col6a1"
1055,1231,"Sdc2"
1055,1278,"Sdc2"
1055,1348,"Sdc4"
1055,1435,"Sdc2"
1055,1592,"Nectin2"
1055,1700,"Sdc2"
1055,1722,"Sdc4"
1055,1777,"Sdc2"
1055,1837,"Sdc2"
1055,2011,"Sdc4"
1055,2106,"Sdc2"
1055,2120,"Col6a1"
1055,2150,"Col6a1"
1055,2288,"Sdc4"
1055,2492,"Col6a1"
1055,2533,"Col6a1"
1055,2840,"Sdc4"
1056,13,"Sdc2"
1056,32,"Sdc2"
1056,282,"Sdc4"
1056,515,"Col6a1"
1056,523,"Angptl4"
1056,590,"Angptl4"
1056,597,"Sdc4"
1056,732,"Sdc2"
1056,795,"Sdc4"
1056,999,"Col6a1"
1056,1145,"Sdc2"
1056,1253,"Sdc4"
1056,1272,"Col6a1"
1056,1291,"Sdc2"
1056,1303,"Sdc2"
1056,1330,"Col6a1"
1056,1352,"Sdc4"
1056,1418,"Col6a1"
1056,1478,"Sdc4"
1056,1578,"Sdc4"
1056,1643,"Sdc2"
1056,1693,"Sdc4"
1056,1703,"Sdc2"
1056,1978,"Sdc2"
1056,2002,"Sdc2"
1056,2125,"Col6a1"
1056,2134,"Sdc2"
1056,2138,"Col6a1"
1056,2177,"Sdc4"
1056,2254,"Sdc4"
1056,2328,"Sdc2"
1056,2362,"Col6a1"
1056,2499,"Nectin2"
1056,2546,"Sdc2"
1056,2825,"Sdc2"
1057,148,"Sdc2"
1057,173,"Sdc2"
1057,195,"Sdc2"
1057,245,"Sdc2"
1057,263,"Sdc2"
1057,330,"Col6a1"
1057,360,"Sdc2"
1057,381,"Sdc4"
1057,472,"Sdc2"
1057,481,"Sdc2"
1057,532,"Sdc2"
1057,649,"Sdc4"
