"dim_1","dim_2","gene"
0,45,"PB1_701P"
0,90,"PB1_701P"
0,104,"Col4a1"
0,153,"PB1-P701H"
0,174,"PB1-P701H"
0,292,"PB1-P701H"
0,493,"PB1_701P"
0,581,"Fn1"
0,859,"PB1_701P"
0,869,"PB1-P701H"
0,936,"PB1_701P"
0,948,"PB1-P701H"
0,975,"PB1_701P"
0,1003,"Col4a2"
0,1013,"PB1_701P"
1,48,"PB1_701P"
1,346,"PB1-P701H"
1,557,"PB1_701P"
2,156,"PB1-P701H"
2,162,"Fn1"
2,258,"PB1_701P"
3,86,"Lamc1"
3,109,"PB1_701P"
3,272,"Fn1"
3,588,"Lamc1"
3,903,"Lamc1"
3,984,"PB1_701P"
3,1000,"PB1_701P"
4,52,"PB1_701P"
4,80,"Ifit2"
4,104,"PB1_701P"
4,180,"PB1-P701H"
4,562,"Col4a1"
4,944,"PB1-P701H"
4,977,"Col4a2"
4,998,"Col4a2"
5,158,"Fn1"
5,934,"Ifit2"
6,55,"Col4a1"
6,147,"Fn1"
6,164,"Fn1"
6,176,"PB1-P701H"
6,570,"Col4a1"
7,88,"PB1_701P"
7,267,"PB1_701P"
7,555,"Col4a1"
8,59,"Ifit2"
8,105,"Ifit2"
8,110,"Col4a1"
8,119,"PB1_701P"
8,160,"Fn1"
8,167,"PB1-P701H"
8,598,"PB1-P701H"
8,1006,"PB1_701P"
9,83,"Fn1"
9,152,"Fn1"
9,156,"PB1-P701H"
9,164,"PB1-P701H"
9,184,"Fn1"
9,291,"Col4a1"
9,604,"unknow"
9,636,"PB1_701P"
9,992,"PB1_701P"
9,1009,"PB1_701P"
10,90,"PB1_701P"
10,142,"PB1_701P"
10,561,"Col4a2"
10,940,"PB1_701P"
10,968,"PB1_701P"
10,973,"PB1_701P"
10,999,"PB1_701P"
11,54,"PB1_701P"
11,59,"PB1_701P"
11,63,"PB1_701P"
11,85,"PB1-P701H"
11,127,"PB1-P701H"
11,158,"PB1-P701H"
11,175,"PB1-P701H"
11,602,"Ifit3"
11,607,"PB1_701P"
11,832,"PB1-P701H"
11,835,"Fn1"
12,66,"PB1_701P"
12,77,"Col4a1"
12,94,"Col4a1"
12,99,"Col4a2"
12,105,"PB1_701P"
12,123,"PB1_701P"
12,561,"Col4a2"
12,984,"PB1_701P"
13,82,"PB1-P701H"
13,119,"Lamc1"
13,126,"PB1-P701H"
13,839,"PB1-P701H"
13,1092,"Ifit3"
13,1098,"Col4a1"
13,1109,"PB1-P701H"
13,1114,"unknow"
13,1119,"PB1-P701H"
13,1121,"PB1-P701H"
13,1155,"PB1_701P"
13,1257,"PB1_701P"
13,1260,"PB1-P701H"
13,1350,"Ifit2"
13,1361,"Col4a1"
13,1412,"PB1_701P"
13,1416,"PB1_701P"
13,1447,"PB1_701P"
13,1932,"PB1_701P"
14,72,"PB1-P701H"
14,97,"PB1-P701H"
14,136,"Ifit3"
14,143,"Col4a1"
14,164,"Fn1"
14,212,"Col4a2"
14,1101,"PB1-P701H"
14,1141,"PB1_701P"
14,1150,"Ifit2"
14,1268,"PB1-P701H"
14,1422,"PB1_701P"
14,1442,"PB1_701P"
14,1491,"PB1-P701H"
14,1495,"PB1-P701H"
14,1508,"Fn1"
14,1775,"Ifit2"
14,1830,"Ifit2"
14,1859,"PB1-P701H"
14,1929,"unknow"
14,1935,"PB1_701P"
15,178,"PB1-P701H"
15,190,"Fn1"
15,946,"PB1_701P"
15,1009,"Lamc1"
15,1107,"PB1_701P"
15,1158,"Col4a1"
15,1486,"Fn1"
16,95,"Fn1"
16,102,"PB1_701P"
16,112,"Col4a1"
16,184,"PB1-P701H"
16,352,"Lamc1"
16,609,"Col4a1"
16,997,"Col4a1"
16,1182,"Col4a2"
16,1186,"Ifit2"
16,1200,"PB1_701P"
16,1213,"PB1_701P"
16,1253,"PB1_701P"
16,1262,"PB1-P701H"
16,1309,"unknow"
16,1414,"PB1_701P"
16,1515,"Fn1"
16,1680,"Fn1"
16,1759,"Lamc1"
16,1925,"PB1-P701H"
16,1939,"PB1_701P"
17,38,"PB1_701P"
17,193,"Fn1"
17,1015,"Col4a2"
17,1023,"Col4a2"
17,1266,"Fn1"
17,1370,"PB1_701P"
17,1495,"Fn1"
17,1620,"PB1-P701H"
17,1695,"PB1-P701H"
17,1730,"PB1_701P"
17,1753,"Lamc1"
17,1832,"Ifit2"
18,88,"PB1_701P"
18,168,"Fn1"
18,250,"Ifit2"
18,273,"PB1_701P"
18,1110,"PB1_701P"
18,1148,"PB1_701P"
18,1158,"Col4a1"
18,1220,"PB1_701P"
18,1237,"PB1-P701H"
18,1263,"PB1-P701H"
18,1274,"Col4a1"
18,1320,"Ifit3"
18,1412,"Ifit2"
18,1422,"Col4a1"
18,1449,"PB1_701P"
18,1488,"PB1-P701H"
18,1927,"PB1-P701H"
18,1932,"PB1-P701H"
19,30,"Col4a2"
19,57,"PB1_701P"
19,81,"PB1-P701H"
19,108,"Ifit2"
19,143,"PB1_701P"
19,186,"Fn1"
19,192,"Fn1"
19,198,"PB1-P701H"
19,332,"Fn1"
19,1006,"PB1_701P"
19,1085,"Fn1"
19,1154,"PB1_701P"
19,1197,"PB1_701P"
19,1269,"Lamc1"
19,1339,"Col4a1"
19,1418,"PB1_701P"
19,1682,"PB1-P701H"
19,1761,"PB1_701P"
20,40,"PB1_701P"
20,91,"PB1_701P"
20,537,"Col4a2"
20,632,"PB1_701P"
20,867,"PB1_701P"
20,1200,"PB1_701P"
20,1315,"PB1-P701H"
20,1326,"PB1-P701H"
20,1333,"PB1_701P"
20,1356,"Col4a2"
20,1428,"PB1_701P"
20,1431,"PB1_701P"
20,1439,"Col4a2"
20,1643,"Col4a2"
20,1654,"Fn1"
20,1934,"PB1-P701H"
21,109,"PB1_701P"
21,118,"Ifit2"
21,182,"PB1-P701H"
21,253,"Col4a2"
21,1018,"PB1_701P"
21,1050,"PB1-P701H"
21,1090,"PB1_701P"
21,1112,"PB1-P701H"
21,1194,"PB1_701P"
21,1225,"PB1_701P"
21,1285,"Lamc1"
21,1341,"Col4a1"
21,1449,"PB1_701P"
21,1951,"Ifit2"
22,41,"PB1-P701H"
22,84,"unknow"
22,113,"Col4a2"
22,140,"Col4a2"
22,185,"PB1-P701H"
22,541,"PB1_701P"
22,1181,"Col4a2"
22,1204,"PB1_701P"
22,1241,"Fn1"
22,1323,"PB1_701P"
22,1327,"Fn1"
23,106,"Col4a1"
23,333,"Fn1"
23,353,"PB1_701P"
23,864,"Ifit2"
23,867,"Ifit3"
23,949,"PB1-P701H"
23,1084,"Fn1"
23,1154,"Ifit2"
23,1177,"Col4a2"
23,1230,"PB1_701P"
23,1335,"Col4a1"
23,1437,"PB1_701P"
23,1546,"Col4a1"
23,1555,"Lamc1"
23,1687,"PB1-P701H"
24,952,"Fn1"
24,1156,"PB1_701P"
24,1308,"Fn1"
24,1426,"Col4a2"
24,1558,"Fn1"
25,58,"Col4a2"
25,83,"PB1-P701H"
25,88,"PB1-P701H"
25,150,"PB1_701P"
25,190,"Fn1"
25,306,"PB1-P701H"
25,539,"PB1_701P"
25,1053,"Fn1"
25,1113,"PB1-P701H"
25,1142,"Lamc1"
25,1162,"PB1_701P"
25,1229,"PB1_701P"
25,1234,"PB1_701P"
25,1247,"Fn1"
25,1340,"PB1_701P"
25,1420,"Col4a1"
25,1842,"PB1_701P"
26,33,"PB1_701P"
26,44,"PB1-P701H"
26,61,"PB1_701P"
26,1086,"Fn1"
26,1110,"Fn1"
26,1122,"Lamc1"
26,1148,"PB1_701P"
26,1251,"Fn1"
26,1554,"PB1_701P"
26,1686,"PB1-P701H"
26,1724,"Ifit2"
27,94,"PB1_701P"
27,172,"Fn1"
27,179,"Fn1"
27,237,"Col4a2"
27,328,"PB1-P701H"
27,333,"Fn1"
27,859,"PB1-P701H"
27,862,"Fn1"
27,1008,"Lamc1"
27,1091,"Lamc1"
27,1116,"PB1-P701H"
27,1126,"PB1_701P"
27,1237,"PB1_701P"
27,1241,"PB1-P701H"
27,1342,"PB1_701P"
27,1450,"PB1_701P"
27,1539,"PB1_701P"
27,1556,"PB1_701P"
27,1618,"Fn1"
27,1688,"Fn1"
27,1824,"PB1-P701H"
27,1857,"Lamc1"
28,99,"Lamc1"
28,103,"PB1_701P"
28,118,"Lamc1"
28,155,"Col4a1"
28,184,"Fn1"
28,532,"Col4a2"
28,1044,"Lamc1"
28,1130,"PB1_701P"
28,1137,"PB1_701P"
28,1177,"PB1_701P"
28,1181,"PB1_701P"
28,1299,"Lamc1"
28,1336,"PB1-P701H"
28,1349,"PB1_701P"
28,1549,"Ifit2"
28,1622,"Lamc1"
28,1834,"Fn1"
28,2027,"PB1-P701H"
28,2032,"PB1-P701H"
28,2037,"Col4a1"
28,2052,"Fn1"
28,2060,"Fn1"
28,2063,"PB1-P701H"
28,2756,"Col4a1"
28,2762,"PB1-P701H"
28,2766,"Col4a2"
28,2769,"PB1-P701H"
28,2779,"PB1_701P"
28,2783,"PB1_701P"
28,2789,"PB1-P701H"
28,2797,"Lamc1"
28,2812,"PB1-P701H"
29,71,"PB1-P701H"
29,205,"PB1_701P"
29,251,"PB1_701P"
29,320,"PB1-P701H"
29,543,"PB1_701P"
29,635,"Lamc1"
29,980,"PB1-P701H"
29,1108,"Fn1"
29,1186,"PB1_701P"
29,1254,"PB1-P701H"
29,1312,"PB1_701P"
29,1829,"PB1-P701H"
29,2050,"Fn1"
29,2740,"Col4a1"
29,2801,"PB1_701P"
29,2815,"PB1_701P"
30,59,"PB1-P701H"
30,63,"Fn1"
30,97,"Lamc1"
30,158,"PB1_701P"
30,208,"PB1_701P"
30,357,"Col4a2"
30,1036,"PB1_701P"
30,1106,"Fn1"
30,1117,"PB1-P701H"
30,1191,"Col4a2"
30,1236,"PB1_701P"
30,1432,"Col4a2"
30,1438,"Col4a2"
30,1817,"PB1-P701H"
30,1840,"Lamc1"
30,1900,"PB1-P701H"
30,2128,"PB1_701P"
30,2758,"Ifit3"
30,2805,"Col4a1"
30,2809,"Ifit2"
31,41,"PB1-P701H"
31,46,"Col4a2"
31,65,"PB1-P701H"
31,81,"PB1_701P"
31,174,"PB1-P701H"
31,248,"Col4a2"
31,535,"PB1_701P"
31,539,"PB1_701P"
31,1102,"Fn1"
31,1112,"PB1-P701H"
31,1138,"PB1_701P"
31,1224,"Ifit2"
31,1314,"PB1_701P"
31,1349,"PB1_701P"
31,1395,"PB1_701P"
31,1426,"Lamc1"
31,1448,"PB1_701P"
31,1796,"PB1-P701H"
31,1906,"PB1-P701H"
31,1943,"PB1-P701H"
31,2054,"PB1-P701H"
31,2145,"Col4a2"
31,2165,"PB1-P701H"
31,2750,"Ifit3"
32,32,"PB1-P701H"
32,73,"PB1_701P"
32,87,"Fn1"
32,180,"Fn1"
32,187,"Fn1"
32,192,"PB1-P701H"
32,1398,"PB1_701P"
32,1819,"PB1-P701H"
32,1983,"PB1-P701H"
32,2037,"PB1_701P"
32,2042,"PB1-P701H"
32,2084,"PB1-P701H"
32,2109,"PB1-P701H"
32,2114,"PB1-P701H"
32,2204,"PB1-P701H"
32,2812,"PB1-P701H"
33,53,"PB1-P701H"
33,62,"Fn1"
33,623,"PB1_701P"
33,933,"Fn1"
33,983,"PB1_701P"
33,1032,"PB1-P701H"
33,1136,"PB1_701P"
33,1188,"PB1_701P"
33,1257,"PB1_701P"
33,1464,"PB1_701P"
33,1549,"Col4a1"
33,1731,"Lamc1"
33,1751,"Col4a2"
33,1994,"Col4a2"
33,2030,"PB1_701P"
33,2124,"unknow"
33,2131,"PB1_701P"
33,2172,"Col4a1"
33,2815,"Ifit2"
34,84,"Col4a1"
34,977,"PB1_701P"
34,1022,"Lamc1"
34,1093,"PB1_701P"
34,1105,"PB1-P701H"
34,1111,"PB1-P701H"
34,1166,"PB1_701P"
34,1182,"PB1_701P"
34,1351,"PB1_701P"
34,1402,"PB1_701P"
34,1406,"PB1_701P"
34,1444,"PB1_701P"
34,1530,"PB1-P701H"
34,1657,"Col4a2"
34,1669,"PB1_701P"
34,2107,"Fn1"
34,2767,"Col4a1"
34,2782,"Lamc1"
34,2790,"PB1-P701H"
34,2828,"Col4a1"
35,98,"PB1-P701H"
35,108,"PB1-P701H"
35,113,"PB1-P701H"
35,173,"Col4a1"
35,184,"Fn1"
35,196,"Col4a2"
35,254,"Lamc1"
35,1128,"PB1_701P"
35,1317,"Col4a2"
35,1394,"PB1_701P"
35,1426,"PB1_701P"
35,1432,"Lamc1"
35,1451,"Col4a2"
35,1461,"PB1_701P"
35,1747,"Col4a2"
35,1967,"Col4a2"
35,1995,"PB1_701P"
35,2034,"Col4a1"
35,2166,"PB1_701P"
35,2651,"PB1-P701H"
35,2744,"Col4a2"
35,2751,"PB1_701P"
36,263,"Lamc1"
36,631,"Col4a2"
36,1135,"PB1_701P"
36,1156,"PB1_701P"
36,1176,"PB1_701P"
36,1179,"PB1_701P"
36,1439,"Col4a2"
36,1446,"Ifit2"
36,1546,"PB1-P701H"
36,1765,"Lamc1"
36,1820,"PB1-P701H"
36,1951,"Col4a1"
36,1997,"PB1_701P"
36,2044,"PB1_701P"
36,2129,"PB1_701P"
36,2759,"Col4a2"
36,2817,"Col4a1"
37,66,"Ifit3"
37,76,"PB1_701P"
37,99,"Fn1"
37,105,"PB1_701P"
37,149,"Lamc1"
37,163,"PB1_701P"
37,168,"PB1-P701H"
37,231,"PB1_701P"
37,894,"PB1_701P"
37,1097,"Lamc1"
37,1120,"Col4a1"
37,1186,"Col4a1"
37,1303,"Lamc1"
37,1352,"Col4a2"
37,1396,"PB1_701P"
37,1409,"Col4a1"
37,1433,"Lamc1"
37,1442,"PB1_701P"
37,1463,"PB1_701P"
37,1757,"PB1_701P"
37,1822,"PB1-P701H"
37,1839,"Lamc1"
37,2005,"PB1_701P"
37,2088,"Fn1"
37,2162,"PB1_701P"
37,2762,"Col4a2"
37,2798,"PB1_701P"
38,37,"PB1_701P"
38,50,"PB1-P701H"
38,55,"Fn1"
38,87,"PB1-P701H"
38,393,"PB1_701P"
38,1034,"Fn1"
38,1100,"Lamc1"
38,1103,"Col4a1"
38,1128,"PB1_701P"
38,1172,"Ifit2"
38,1255,"PB1_701P"
38,1338,"Lamc1"
38,1380,"Col4a1"
38,1406,"PB1-P701H"
38,1428,"PB1_701P"
38,1439,"Col4a2"
38,1504,"Col4a1"
38,1744,"Col4a2"
38,1969,"PB1_701P"
38,2032,"PB1_701P"
38,2652,"Fn1"
38,2756,"PB1_701P"
38,2779,"Col4a1"
38,2827,"PB1_701P"
38,2830,"Col4a1"
39,34,"Col4a1"
39,41,"PB1_701P"
39,233,"PB1_701P"
39,397,"Col4a2"
39,1064,"PB1_701P"
39,1126,"PB1-P701H"
39,1216,"unknow"
39,1245,"PB1_701P"
39,1403,"PB1_701P"
39,1436,"PB1_701P"
39,1452,"PB1_701P"
39,1951,"PB1_701P"
39,2000,"PB1-P701H"
39,2114,"Fn1"
39,2792,"PB1_701P"
40,59,"Lamc1"
40,89,"PB1-P701H"
40,165,"Ifit3"
40,543,"Fn1"
40,1185,"Col4a1"
40,1334,"PB1-P701H"
40,1385,"Col4a2"
40,1398,"PB1_701P"
40,1432,"PB1_701P"
40,1763,"PB1-P701H"
40,1835,"PB1-P701H"
40,1902,"Col4a2"
40,2045,"PB1-P701H"
40,2083,"Col4a1"
40,2252,"Ifit2"
40,2757,"Lamc1"
40,2816,"Lamc1"
41,39,"Ifit2"
41,217,"Fn1"
41,387,"Col4a1"
41,400,"PB1_701P"
41,1096,"PB1-P701H"
41,1130,"Col4a2"
41,1389,"PB1_701P"
41,1394,"unknow"
41,1438,"PB1_701P"
41,1753,"Col4a2"
41,1907,"Col4a2"
41,2042,"unknow"
41,2162,"Col4a1"
41,2831,"PB1_701P"
42,263,"Lamc1"
42,323,"PB1-P701H"
42,924,"PB1_701P"
42,959,"PB1-P701H"
42,965,"Fn1"
42,1112,"PB1-P701H"
42,1173,"Col4a1"
42,1188,"PB1_701P"
42,1263,"Lamc1"
42,1325,"Col4a2"
42,1375,"Lamc1"
42,1402,"Col4a1"
42,1408,"PB1_701P"
42,1450,"PB1_701P"
42,1554,"PB1-P701H"
42,1920,"Col4a2"
42,1969,"PB1_701P"
42,2146,"Col4a2"
42,2652,"PB1_701P"
42,2827,"PB1_701P"
43,28,"PB1_701P"
43,72,"PB1-P701H"
43,96,"PB1_701P"
43,220,"PB1_701P"
43,316,"PB1-P701H"
43,940,"Col4a2"
43,1414,"PB1_701P"
43,1435,"Col4a2"
43,1750,"Col4a2"
43,1768,"Col4a2"
43,1999,"PB1-P701H"
43,2110,"Fn1"
43,2777,"Fn1"
43,2793,"PB1_701P"
44,216,"PB1-P701H"
44,459,"PB1_701P"
44,595,"PB1-P701H"
44,613,"PB1-P701H"
44,1015,"Fn1"
44,1130,"PB1_701P"
44,1142,"PB1-P701H"
44,1253,"PB1_701P"
44,1582,"Col4a1"
44,2120,"PB1_701P"
44,2144,"PB1_701P"
44,2645,"Col4a1"
44,2650,"PB1_701P"
44,2830,"Lamc1"
45,33,"Lamc1"
45,225,"PB1_701P"
45,528,"Lamc1"
45,659,"PB1_701P"
45,1052,"PB1_701P"
45,1075,"PB1-P701H"
45,1102,"PB1-P701H"
45,1149,"Lamc1"
45,1397,"PB1_701P"
45,1767,"PB1_701P"
45,1992,"Fn1"
45,2045,"PB1-P701H"
45,2048,"PB1-P701H"
45,2125,"PB1_701P"
45,2817,"Lamc1"
46,61,"Fn1"
46,169,"PB1_701P"
46,236,"PB1-P701H"
46,311,"Col4a2"
46,473,"PB1-P701H"
46,1021,"PB1-P701H"
46,1031,"PB1-P701H"
46,1039,"PB1-P701H"
46,1100,"PB1-P701H"
46,1121,"PB1_701P"
46,1380,"PB1_701P"
46,1405,"PB1-P701H"
46,2012,"PB1_701P"
46,2129,"PB1_701P"
46,2151,"Col4a2"
46,2207,"PB1-P701H"
46,2833,"PB1_701P"
47,28,"Col4a2"
47,52,"PB1-P701H"
47,91,"PB1_701P"
47,167,"PB1_701P"
47,647,"Col4a2"
47,1068,"PB1_701P"
47,1097,"PB1-P701H"
47,1202,"PB1_701P"
47,1372,"Fn1"
47,1393,"PB1_701P"
47,1400,"Col4a1"
47,1482,"Ifit2"
47,1570,"Fn1"
47,1706,"PB1_701P"
47,1933,"Col4a1"
47,1967,"Col4a2"
47,2031,"PB1_701P"
47,2827,"PB1_701P"
48,86,"PB1_701P"
48,95,"PB1_701P"
48,154,"PB1_701P"
48,261,"Col4a2"
48,655,"PB1_701P"
48,1023,"PB1_701P"
48,1026,"PB1-P701H"
48,1050,"PB1_701P"
48,1075,"PB1-P701H"
48,1119,"Col4a1"
48,1418,"PB1_701P"
48,1450,"Col4a2"
48,1455,"PB1_701P"
48,1462,"PB1_701P"
48,2014,"Col4a2"
48,2026,"unknow"
48,2038,"Col4a2"
48,2188,"PB1-P701H"
48,2625,"PB1_701P"
48,2641,"PB1-P701H"
49,113,"PB1_701P"
49,146,"Col4a2"
49,201,"Fn1"
49,285,"PB1_701P"
49,919,"PB1-P701H"
49,1029,"PB1-P701H"
49,1151,"Lamc1"
49,1284,"Fn1"
49,1398,"Ifit2"
49,1529,"Fn1"
49,1659,"PB1-P701H"
49,2044,"PB1_701P"
49,2132,"PB1-P701H"
49,2195,"PB1-P701H"
49,2837,"Lamc1"
50,47,"Lamc1"
50,50,"PB1-P701H"
50,81,"PB1_701P"
50,90,"PB1_701P"
50,136,"PB1_701P"
50,305,"Lamc1"
50,309,"PB1-P701H"
50,530,"Lamc1"
50,652,"Col4a2"
50,1054,"PB1_701P"
50,1144,"PB1_701P"
50,1147,"PB1_701P"
50,1156,"PB1_701P"
50,1196,"Col4a2"
50,1801,"PB1-P701H"
50,2117,"Ifit2"
50,2126,"PB1_701P"
50,2160,"PB1_701P"
50,2765,"Lamc1"
51,607,"Fn1"
51,644,"unknow"
51,1050,"PB1_701P"
51,1067,"Col4a1"
51,1071,"Fn1"
51,1086,"Fn1"
51,1207,"Col4a1"
51,1247,"Col4a2"
51,1963,"Col4a2"
51,1980,"PB1_701P"
51,2026,"PB1_701P"
51,2050,"PB1-P701H"
51,2199,"PB1-P701H"
51,2616,"PB1_701P"
51,2656,"Ifit3"
51,2831,"PB1-P701H"
52,80,"PB1_701P"
52,95,"PB1_701P"
52,114,"PB1-P701H"
52,641,"PB1_701P"
52,658,"Col4a2"
52,961,"Col4a1"
52,1116,"Col4a1"
52,1198,"Col4a2"
52,1377,"Ifit3"
52,1383,"PB1_701P"
52,1741,"Col4a2"
52,1743,"Col4a2"
52,1808,"Fn1"
52,2036,"PB1_701P"
52,2641,"Lamc1"
52,2647,"PB1_701P"
52,2782,"Col4a2"
52,2784,"PB1_701P"
53,28,"PB1_701P"
53,33,"Fn1"
53,159,"PB1-P701H"
53,1029,"PB1_701P"
53,1194,"PB1_701P"
53,1386,"PB1-P701H"
53,1711,"PB1_701P"
53,1948,"Fn1"
53,2047,"PB1-P701H"
53,2219,"Fn1"
53,2846,"Col4a2"
54,225,"Fn1"
54,231,"Fn1"
54,286,"Fn1"
54,578,"Col4a2"
54,639,"PB1_701P"
54,649,"Col4a2"
54,655,"PB1_701P"
54,659,"PB1_701P"
54,1391,"PB1-P701H"
54,1455,"PB1_701P"
54,1942,"PB1_701P"
54,2055,"Ifit3"
54,2060,"PB1_701P"
54,2119,"PB1_701P"
54,2765,"Ifit2"
55,172,"PB1-P701H"
55,675,"PB1_701P"
55,1079,"PB1-P701H"
55,1083,"Ifit3"
55,1246,"Col4a2"
55,1415,"Col4a1"
55,1451,"Col4a2"
55,2052,"PB1-P701H"
55,2102,"PB1_701P"
55,2114,"Col4a1"
55,2123,"Col4a2"
55,2213,"PB1-P701H"
55,2609,"PB1_701P"
55,2832,"PB1_701P"
56,76,"Col4a2"
56,82,"Col4a1"
56,87,"unknow"
56,200,"PB1_701P"
56,238,"PB1-P701H"
56,286,"PB1-P701H"
56,303,"PB1-P701H"
56,891,"PB1-P701H"
56,1027,"PB1_701P"
56,1030,"PB1_701P"
56,1193,"Col4a1"
56,1398,"Fn1"
56,1445,"Col4a2"
56,1952,"Ifit3"
56,2038,"PB1_701P"
56,2057,"PB1-P701H"
56,2640,"Fn1"
56,2811,"Fn1"
57,91,"PB1_701P"
57,95,"Fn1"
57,170,"Fn1"
57,226,"Fn1"
57,483,"PB1-P701H"
57,610,"PB1-P701H"
57,634,"PB1_701P"
57,654,"Ifit2"
57,1085,"PB1-P701H"
57,1103,"Col4a1"
57,1201,"Col4a1"
57,1939,"PB1_701P"
57,1943,"PB1_701P"
57,2053,"PB1-P701H"
57,2099,"Col4a1"
57,2775,"PB1_701P"
58,41,"unknow"
58,166,"Fn1"
58,218,"Fn1"
58,298,"Lamc1"
58,315,"Fn1"
58,462,"PB1_701P"
58,670,"PB1_701P"
58,1360,"Ifit2"
58,1804,"Fn1"
58,1904,"Col4a2"
58,1927,"PB1_701P"
58,2036,"PB1-P701H"
58,2045,"PB1_701P"
58,2063,"Col4a1"
58,2106,"PB1_701P"
58,2213,"PB1-P701H"
58,2762,"PB1-P701H"
58,2852,"PB1_701P"
59,72,"PB1-P701H"
59,80,"Col4a1"
59,630,"PB1_701P"
59,716,"Ifit3"
59,957,"PB1_701P"
59,1946,"Col4a2"
59,2059,"PB1_701P"
59,2111,"PB1-P701H"
59,2292,"PB1-P701H"
59,2758,"Fn1"
60,99,"PB1-P701H"
60,168,"PB1-P701H"
60,235,"Fn1"
60,308,"Fn1"
60,720,"Ifit3"
60,1454,"Col4a2"
60,1909,"PB1_701P"
60,1921,"PB1_701P"
60,1936,"PB1_701P"
60,1941,"PB1_701P"
60,2040,"unknow"
60,2056,"PB1_701P"
60,2082,"PB1_701P"
60,2116,"PB1_701P"
60,2644,"Fn1"
60,2774,"PB1_701P"
60,2796,"Ifit3"
60,2800,"PB1-P701H"
60,2827,"Col4a1"
60,2841,"PB1_701P"
61,42,"PB1-P701H"
61,170,"PB1-P701H"
61,465,"PB1_701P"
61,628,"Ifit2"
61,656,"Col4a2"
61,1079,"PB1_701P"
61,1096,"PB1-P701H"
61,1101,"PB1_701P"
61,1772,"Lamc1"
61,1862,"PB1-P701H"
61,1870,"PB1-P701H"
61,1926,"PB1_701P"
61,2063,"PB1_701P"
61,2074,"Lamc1"
61,2103,"PB1_701P"
61,2641,"Fn1"
61,2764,"PB1-P701H"
61,2805,"PB1-P701H"
61,2838,"PB1_701P"
62,137,"Ifit3"
62,141,"Lamc1"
62,304,"Fn1"
62,454,"Col4a1"
62,492,"Col4a1"
62,711,"PB1_701P"
62,956,"PB1_701P"
62,1028,"Lamc1"
62,1074,"PB1_701P"
62,1311,"PB1-P701H"
62,1564,"PB1-P701H"
62,1866,"PB1-P701H"
62,2061,"Ifit2"
62,2109,"PB1-P701H"
62,2121,"Fn1"
62,2135,"Col4a2"
62,2177,"Col4a1"
62,2627,"Col4a1"
62,2649,"PB1_701P"
62,2768,"PB1_701P"
62,2773,"PB1_701P"
62,2777,"PB1_701P"
63,537,"Ifit3"
63,547,"PB1_701P"
63,592,"Fn1"
63,653,"Col4a1"
63,722,"Col4a1"
63,894,"PB1-P701H"
63,962,"unknow"
63,1072,"PB1_701P"
63,1760,"PB1-P701H"
63,2114,"Col4a1"
63,2179,"PB1_701P"
63,2184,"PB1_701P"
64,1015,"Fn1"
64,1021,"Fn1"
64,1066,"Col4a2"
64,1185,"Col4a2"
64,1191,"PB1_701P"
64,1346,"PB1_701P"
64,1920,"PB1_701P"
64,1948,"Col4a2"
64,2288,"Fn1"
64,2761,"PB1_701P"
64,2814,"Col4a1"
65,46,"PB1_701P"
65,235,"Fn1"
65,259,"Col4a1"
65,441,"Lamc1"
65,453,"Col4a1"
65,466,"PB1_701P"
65,594,"Lamc1"
65,1094,"Fn1"
65,1834,"PB1_701P"
65,1910,"PB1_701P"
65,2049,"Lamc1"
65,2102,"PB1-P701H"
65,2192,"Ifit2"
65,2646,"PB1-P701H"
65,2795,"Col4a2"
65,2851,"Col4a1"
66,240,"Col4a2"
66,305,"Col4a1"
66,484,"Fn1"
66,628,"PB1_701P"
66,717,"PB1_701P"
66,957,"PB1_701P"
66,1188,"Col4a2"
66,1199,"PB1_701P"
66,1348,"PB1_701P"
66,1353,"Col4a2"
66,1518,"Col4a2"
66,1900,"unknow"
66,2056,"Ifit3"
66,2295,"PB1-P701H"
66,2546,"Ifit2"
66,2763,"PB1-P701H"
66,2774,"Ifit2"
66,2777,"PB1_701P"
66,2814,"PB1_701P"
66,2854,"Col4a1"
67,170,"PB1_701P"
67,649,"PB1_701P"
67,964,"PB1_701P"
67,1071,"Col4a1"
67,1338,"PB1_701P"
67,1890,"PB1_701P"
67,1904,"unknow"
67,1924,"PB1_701P"
67,1951,"PB1_701P"
67,1975,"PB1-P701H"
67,2118,"Lamc1"
67,2177,"PB1_701P"
67,2639,"PB1-P701H"
67,2656,"Ifit2"
67,2753,"PB1-P701H"
67,2819,"unknow"
68,37,"Col4a2"
68,46,"PB1_701P"
68,176,"PB1_701P"
68,182,"Col4a2"
68,638,"PB1_701P"
68,670,"PB1_701P"
68,702,"PB1-P701H"
68,707,"PB1-P701H"
68,732,"Ifit3"
68,962,"unknow"
68,971,"PB1_701P"
68,1019,"PB1-P701H"
68,1074,"PB1_701P"
68,1099,"Col4a2"
68,1310,"unknow"
68,1812,"Col4a1"
68,2060,"PB1_701P"
68,2134,"Col4a2"
68,2283,"Fn1"
68,2456,"Col4a1"
68,2555,"PB1-P701H"
68,2558,"PB1-P701H"
68,2829,"PB1_701P"
69,100,"PB1_701P"
69,119,"PB1_701P"
69,254,"PB1_701P"
69,954,"PB1_701P"
69,976,"PB1_701P"
69,1322,"Col4a2"
69,2551,"PB1_701P"
69,2630,"Ifit2"
